species name,Sex,Overall appearance: &lt;Colouring&gt;,Length of prosoma [mm],Length of prosoma by range [mm],Length of femur I : &lt;relative to prosoma&gt;,Prosoma: &lt;appearance&gt;,Fovea clearly visible as darkened groove,Opisthosoma: &lt;appearance&gt;,Dorsal spines on femur I: &lt;count&gt;,Posterior eye row: &lt;form&gt;,Posterior median eye (PME) separation: &lt;relative to diameter (d)&gt;,Headregion of male: &lt;appearance&gt;,Eyes: &lt;appearance&gt;,Anterior median eyes: &lt;size relative to anterior lateral eyes ALE&gt;,Prolateral spines on femur I: &lt;count&gt;,Prolateral spines on tibia I: &lt;count&gt;,Anterior cheliceral teeth: &lt;appearance&gt;,Conspicuous structures on chelicerae: &lt;appearance&gt;,Maxillae: &lt;appearance&gt;,Sternum: &lt;appearance&gt;,Sternum: &lt;extends between coxae IV&gt;,Width of sternum between coxae IV: &lt;relative to width of coxae IV (d)&gt;,Position of trichobothrium on metatarsus I (TmI): &lt;relative to metatarsus&gt;,Position of TmI by range: &lt;relative to metatarsus&gt;,Metatarsus IV dorsally: &lt;presence of trichobothrium (TmIV)&gt;,Dorsal spines on metatarsus I: &lt;count&gt;,Tibia IV: &lt;number of dorsal spines&gt;,"Numbers of dorsal spines on tibia I, II, III, IV: &lt;tibial spine formula&gt;",Tibia I-II ventrally: &lt;presence of spines&gt;,Male pedipalp: femur &lt;appearance&gt;,Male pedipalp: patella &lt;appearance&gt;,Male pedipalp: tibia &lt;appearance&gt;,Male pedipalp: cymbium &lt;appearance&gt;,Male pedipalp: paracymbium &lt;form&gt;,Male pedipalp: branches of paracymbium &lt;presence of teeth&gt;,Male pedipalp: embolus &lt;appearance&gt;,Male pedipalp: lamella characteristica &lt;presence&gt;,Distribution,Female palp: claw &lt;presence&gt;,Epigyne: &lt;appearance&gt;,Epigyne: &lt;form&gt;,Epigyne: &lt;seminal receptacles&gt;,Description of any further conspicuous features:
"Diastanillus pecuarius M (Simon, 1884)",Male,"pale, ground or cave dweller (careful with older specimens: fading)",0.66,0.6-0.8,shorter than prosoma,inconspicuous,,"unicolorous, inconspicuous",none,procurved,distinctly greater than d,complex; sulci present,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,,0.32,0.30-0.39,trichobothrium absent,none,one dorsal spine,2211,no spines,unremarkable,unremarkable,with complex apophysis,with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,unremarkable,absent,Austria | France | Norway |,,,,,
"Diastanillus pecuarius W (Simon, 1884)",Female,"pale, ground or cave dweller (careful with older specimens: fading)",0.68,0.6-0.8,shorter than prosoma,inconspicuous,,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,,0.32,0.30-0.39,trichobothrium absent,none,one dorsal spine,2211,no spines,,,,,,,,,Austria | France | Norway |,not present/inconspicuous,with septum/medial structure; with lateral plates,,,
"Dicymbium nigrum M (Blackwall, 1834)",Male,"inconspicuous, generally dark",0.9,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,distinctly greater than d,with lobe (simple),normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,rugose,yes,equal to d,0.53,0.50-0.59,trichobothrium present,none,one dorsal spine,2211,no spines,unremarkable,unremarkable,with simple apophysis,with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,"conspicuous, circular",absent,"Austria | Azerbaijan | Belarus | Belgium | Bulgaria | Croatia | Czechia | Denmark | Estonia | Finland | France | Georgia | Germany | Greece | Hungary | Ireland | Italy | Latvia | Liechtenstein | Lithuania | Luxembourg | Moldova | Montenegro | Netherlands | North Macedonia | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Southern | Russia, Western | Serbia | Slovakia | Slovenia | Spain | Sweden | Switzerland | Turkey (Asia) | Turkey (Europe) | Ukraine | United Kingdom |",,,,,
"Dicymbium nigrum W (Blackwall, 1834)",Female,"inconspicuous, generally dark",0.85,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,rugose,yes,equal to d,0.54,0.50-0.59,trichobothrium present,none,one dorsal spine,2211,no spines,,,,,,,,,"Austria | Azerbaijan | Belarus | Belgium | Bulgaria | Croatia | Czechia | Denmark | Estonia | Finland | France | Georgia | Germany | Greece | Hungary | Ireland | Italy | Latvia | Liechtenstein | Lithuania | Luxembourg | Moldova | Montenegro | Netherlands | North Macedonia | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Southern | Russia, Western | Serbia | Slovakia | Slovenia | Spain | Sweden | Switzerland | Turkey (Asia) | Turkey (Europe) | Ukraine | United Kingdom |",not present/inconspicuous,with lateral plates,flat,"underlying structures (e.g., seminal receptacles) not visible",
"Dicymbium nigrum brevisetosum M Locket, 1962",Male,"inconspicuous, generally dark",0.9,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,distinctly greater than d,with lobe (simple),normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,rugose,yes,equal to d,0.53,0.50-0.59,trichobothrium present,none,one dorsal spine,0,no spines,unremarkable,unremarkable,with simple apophysis,with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,"conspicuous, circular",absent,Austria | Belgium | Bulgaria | Czechia | Denmark | Germany | Greece | Ireland | Italy | Liechtenstein | Lithuania | Luxembourg | Netherlands | Northern Ireland | Poland | Romania | Switzerland | United Kingdom |,,,,,
"Dicymbium tibiale M (Blackwall, 1836)",Male,"inconspicuous, generally dark",1,0.8-1.0; 1.0-1.2,equal in length,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,with lobe (simple),normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,rugose,yes,equal to d,0.51,0.50-0.59,trichobothrium present,none,one dorsal spine,2211,no spines,unremarkable,unremarkable,with simple apophysis; with complex apophysis,with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,"conspicuous, circular",absent,"Albania | Austria | Belarus | Belgium | Bulgaria | Croatia | Czechia | Denmark | Estonia | Finland | France | Germany | Greece | Ireland | Latvia | Liechtenstein | Lithuania | Luxembourg | Montenegro | Netherlands | North Macedonia | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Western | Serbia | Slovakia | Spain / Balearic Islands | Sweden | Switzerland | Ukraine | United Kingdom |",,,,,Tibia I heavily swollen. Palpal femur and patella very long
"Dicymbium tibiale W (Blackwall, 1836)",Female,"inconspicuous, generally dark",1.15,1.0-1.2,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,rugose,yes,equal to d,0.53,0.50-0.59,trichobothrium present,none,one dorsal spine,2211,no spines,,,,,,,,,"Albania | Austria | Belarus | Belgium | Bulgaria | Croatia | Czechia | Denmark | Estonia | Finland | France | Germany | Greece | Ireland | Latvia | Liechtenstein | Lithuania | Luxembourg | Montenegro | Netherlands | North Macedonia | Northern Ireland | Norway | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Western | Serbia | Slovakia | Spain / Balearic Islands | Sweden | Switzerland | Ukraine | United Kingdom |",not present/inconspicuous,with lateral plates,flat,"underlying structures (e.g., seminal receptacles) visible",
"Didectoprocnemis cirtensis M (Simon, 1884)",Male,"inconspicuous, generally dark",0.7,0.6-0.8; 0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,sulci present; with lobe (simple),normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.52,0.40-0.49; 0.50-0.59,trichobothrium present,none,one dorsal spine,2211,no spines,unremarkable,unremarkable,"with multiple, simple apophyses",margin with notches/bulges,simple,teeth absent,unremarkable,absent,Algeria | France | Greece / Crete | Morocco | Portugal | Romania | Tunisia |,,,,,
"Didectoprocnemis cirtensis W (Simon, 1884)",Female,"inconspicuous, generally dark",0.8,0.6-0.8; 0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.54,0.40-0.49; 0.50-0.59,trichobothrium present,none,one dorsal spine,2211,no spines,,,,,,,,,Algeria | France | Greece / Crete | Morocco | Portugal | Romania | Tunisia |,not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",
"Diplocentria bidentata M (Emerton, 1882)",Male,"inconspicuous, generally dark",0.8,0.6-0.8; 0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,distinctly less than d,inconspicuous,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.51,0.50-0.59,trichobothrium absent,none,one dorsal spine,2221,no spines,unremarkable,unremarkable,"with multiple, simple apophyses",margin with notches/bulges,simple,teeth absent,unremarkable,absent,"Austria | Belarus | Czechia | Estonia | Faroe Islands | Finland | France | Germany | Iceland | Ireland | Italy | Latvia | Liechtenstein | Lithuania | Norway | Poland | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Western | Slovenia | Sweden | Switzerland | Ukraine | United Kingdom |",,,,,
"Diplocentria bidentata W (Emerton, 1882)",Female,"inconspicuous, generally dark",0.75,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,distinctly less than d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.47,0.40-0.49,trichobothrium absent,none,one dorsal spine,2221,no spines,,,,,,,,,"Austria | Belarus | Czechia | Estonia | Faroe Islands | Finland | France | Germany | Iceland | Ireland | Italy | Latvia | Liechtenstein | Lithuania | Norway | Poland | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Western | Slovenia | Sweden | Switzerland | Ukraine | United Kingdom |",not present/inconspicuous,with scape (from anterior margin),protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Diplocentria mediocris M (Simon, 1884)",Male,"inconspicuous, generally dark",0.61,0.4-0.6; 0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,inconspicuous,normal,distinctly smaller than ALE,none,none,unremarkable in size,none; apophyses/teeth-like processes/tubercles,unremarkable,smooth,yes,equal to d,0.38,0.30-0.39; 0.40-0.49,trichobothrium absent,none,one dorsal spine,2221,no spines,unremarkable,unremarkable,"with multiple, complex apophyses",with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,unremarkable,absent,Austria | France | Germany | Italy | Switzerland |,,,,,
"Diplocentria mediocris W (Simon, 1884)",Female,"inconspicuous, generally dark",0.6,0.4-0.6; 0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,apophyses/teeth-like processes/tubercles; none,unremarkable,smooth,yes,equal to d,0.38,0.30-0.39; 0.40-0.49,trichobothrium absent,none,one dorsal spine,2221,no spines,,,,,,,,,Austria | France | Germany | Italy | Switzerland |,not present/inconspicuous,with septum/medial structure,flat,"underlying structures (e.g., seminal receptacles) visible",
"Diplocentria rectangulata M (Emerton, 1915)",Male,"inconspicuous, generally dark",0.63,0.6-0.8,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,distinctly less than d,inconspicuous,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.41,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,unremarkable,unremarkable,"with multiple, simple apophyses",margin with notches/bulges,simple,teeth absent,unremarkable,absent,"Austria | Finland | Germany | Italy | Liechtenstein | Norway | Russia, Northern | Russia, Western | Slovakia | Sweden | Switzerland |",,,,,
"Diplocentria rectangulata W (Emerton, 1915)",Female,"inconspicuous, generally dark",0.57,0.4-0.6,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,distinctly less than d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.41,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,,,,,,,,,"Austria | Finland | Germany | Italy | Liechtenstein | Norway | Russia, Northern | Russia, Western | Slovakia | Sweden | Switzerland |",not present/inconspicuous,unremarkable,protrudes,"underlying structures (e.g., seminal receptacles) visible",
"Diplocephalus alpinus M (O. P.-Cambridge, 1872)",Male,"inconspicuous, generally dark",1,0.8-1.0; 1.0-1.2,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,distinctly greater than d,sulci present; with horns/tufts; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.43,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,unremarkable,with conspicuous spines (single or tufts),with complex apophysis,margin with notches/bulges,simple,teeth absent,unremarkable,absent,"Austria | Croatia | Greece | Hungary | Italy | Liechtenstein | Romania | Russia, Central | Slovenia | Switzerland | Ukraine |",,,,,Pedipalp strikingly long
"Diplocephalus alpinus W (O. P.-Cambridge, 1872)",Female,"inconspicuous, generally dark",0.88,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.46,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,,,,,,,,,"Austria | Croatia | Greece | Hungary | Italy | Liechtenstein | Romania | Russia, Central | Slovenia | Switzerland | Ukraine |",not present/inconspicuous,with lateral plates,flat,"underlying structures (e.g., seminal receptacles) not visible",
"Diplocephalus bicephalus M (Simon, 1884)",Male,"inconspicuous, generally dark",1.01,0.8-1.0; 1.0-1.2,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,distinctly greater than d,sulci present; with horns/tufts; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.48,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,unremarkable,unremarkable; with conspicuous spines (single or tufts),with complex apophysis,margin with notches/bulges,simple,teeth absent,unremarkable,absent,,,,,,
"Diplocephalus bicephalus W (Simon, 1884)",Female,"inconspicuous, generally dark",0.95,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.53,0.50-0.59,trichobothrium absent,none,one dorsal spine,2211,no spines,,,,,,,,,,not present/inconspicuous,with lateral plates,flat,"underlying structures (e.g., seminal receptacles) visible",
"Diplocephalus caecus M Denis, 1952",Male,"pale, ground or cave dweller (careful with older specimens: fading)",1,0.8-1.0; 1.0-1.2,,inconspicuous,,"unicolorous, inconspicuous",none,,,sulci present; with lobe (simple); complex,reduced,,none,none,unremarkable in size,none,unremarkable,smooth,yes,,,,trichobothrium absent,none,one dorsal spine,2211,no spines,unremarkable,unremarkable,with complex apophysis,margin with notches/bulges,simple,teeth absent,unremarkable,absent,Belgium |,,,,,Eyes reduced: remaining characters not diagnosable
"Diplocephalus connatus M Bertkau, 1889",Male,"inconspicuous, generally dark",0.9,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,complex; with horns/tufts,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,distinctly less than d,0.42,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,unremarkable,conspicuously swollen,"with multiple, complex apophyses",with dorsal projections/conical elevations; margin with notches/bulges,simple,teeth absent,unremarkable,absent,"Belgium | Estonia | France | Germany | Lithuania | Moldova | Montenegro | North Macedonia | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Western | Serbia | Ukraine | United Kingdom |",,,,,
"Diplocephalus connatus W Bertkau, 1889",Female,"inconspicuous, generally dark",0.85,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,equal to d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.45,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,,,,,,,,,"Belgium | Estonia | France | Germany | Lithuania | Moldova | Montenegro | North Macedonia | Poland | Romania | Russia, Central | Russia, Eastern | Russia, Northern | Russia, Western | Serbia | Ukraine | United Kingdom |",not present/inconspicuous,with lateral plates,flat,"underlying structures (e.g., seminal receptacles) visible",
"Diplocephalus connatus jacksoni M O. P.-Cambridge, 1903",Male,"inconspicuous, generally dark",0.8,0.6-0.8; 0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,distinctly greater than d,sulci present; complex,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.42,0.40-0.49,trichobothrium absent,none,one dorsal spine,0011; 2211,no spines,unremarkable,unremarkable,with complex apophysis,margin with notches/bulges,simple,teeth absent,unremarkable,absent,United Kingdom |,,,,,
"Diplocephalus crassilobus M (Simon, 1884)",Male,"inconspicuous, generally dark",1.1,1.0-1.2,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,procurved,distinctly greater than d,complex; with horns/tufts; sulci present,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.41,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,unremarkable,unremarkable; with conspicuous spines (single or tufts),with complex apophysis,margin with notches/bulges,simple,teeth absent,unremarkable,absent,Austria | Bulgaria | France | Greece | Italy | Montenegro | Romania | Serbia | Slovenia | Switzerland | Turkey (Asia) |,,,,,Pedipalp strikingly long
"Diplocephalus crassilobus W (Simon, 1884)",Female,"inconspicuous, generally dark",0.9,0.8-1.0,shorter than prosoma,inconspicuous,yes,"unicolorous, inconspicuous",none,straight,distinctly less than d,,normal,distinctly smaller than ALE,none,none,unremarkable in size,none,unremarkable,smooth,yes,equal to d,0.49,0.40-0.49,trichobothrium absent,none,one dorsal spine,2211,no spines,,,,,,,,,Austria | Bulgaria | France | Greece | Italy | Montenegro | Romania | Serbia | Slovenia | Switzerland | Turkey (Asia) |,not present/inconspicuous,with septum/medial structure; with lateral plates,protrudes,"underlying structures (e.g., seminal receptacles) visible",
